Street Address,City,State,Country,result_num,osm_id,display_name,category,type,latlong,vertex_index,vertex_part,vertex_part_index,distance,angle
10 PURITAN RD,Somerville,MA,United States,"0","29537318","10, Puritan Road, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,house,"42.39582795,-71.08615095","0","0","0",0.00000000000000,0.00000000000000
22 EVERETT AVE,Somerville,MA,United States,"0","29745782","22, Everett Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38672335,-71.08874922034677","0","0","0",0.00000000000000,0.00000000000000
9 BROOK ST,Somerville,MA,United States,"0","29933215","9, Brook Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3871558,-71.08540135","0","0","0",0.00000000000000,0.00000000000000
98 PEARL ST,Somerville,MA,United States,"0","29537673","98, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.384922450000005,-71.08590724999999","0","0","0",0.00000000000000,0.00000000000000
22 SEWALL ST,Somerville,MA,United States,"0","29519568","22, Sewall Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.392833350000004,-71.09177115","0","0","0",0.00000000000000,0.00000000000000
20 PLEASANT AVE,Somerville,MA,United States,"0","29520139","20, Pleasant Avenue, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3844257,-71.0962697","0","0","0",0.00000000000000,0.00000000000000
19A GRAND VIEW AVE,Somerville,MA,United States,"0","9429652","Grand View Avenue, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",highway,residential,"42.38497,-71.095542","0","0","0",0.00000000000000,0.00000000000000
102 HEATH ST,Somerville,MA,United States,"0","29642154","102, Heath Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3956264,-71.09687763350998","0","0","0",0.00000000000000,0.00000000000000
35 UPLAND RD,Somerville,MA,United States,"0","29536759","35;37, Upland Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.409529750000004,-71.12482443786638","0","0","0",0.00000000000000,0.00000000000000
76 CONWELL AVE,Somerville,MA,United States,"0","29827963","76, Conwell Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.407886000000005,-71.12822818568497","0","0","0",0.00000000000000,0.00000000000000
97 NORTH ST,Somerville,MA,United States,"0","29730198","97;99, North Street, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.408813800000004,-71.12908340515538","0","0","0",0.00000000000000,0.00000000000000
14 CURTIS AVE,Somerville,MA,United States,"0","29741068","14;16, Curtis Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4075265,-71.12530943079038","0","0","0",0.00000000000000,0.00000000000000
145 HILLSDALE RD,Somerville,MA,United States,"0","29827352","145, Hillsdale Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4080325,-71.12721790236219","0","0","0",0.00000000000000,0.00000000000000
26 OSSIPEE RD,Somerville,MA,United States,"0","29708957","24;26, Ossipee Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4032533,-71.12288026838583","0","0","0",0.00000000000000,0.00000000000000
31 MASON ST,Somerville,MA,United States,"0","29932367","29;31, Mason Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4024055,-71.12180226249365","0","0","0",0.00000000000000,0.00000000000000
49 PAULINA ST,Somerville,MA,United States,"0","29579626","49, Paulina Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40133535,-71.12383189800538","0","0","0",0.00000000000000,0.00000000000000
15 GLENDALE AVE,Somerville,MA,United States,"0","29635044","15, Glendale Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.3996868,-71.12876896135242","0","0","0",0.00000000000000,0.00000000000000
34 MOORE ST,Somerville,MA,United States,"0","29935307","34, Moore Street, Teele Square, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.401386849999994,-71.12767434999999","0","0","0",0.00000000000000,0.00000000000000
34 BROMFIELD RD,Somerville,MA,United States,"0","29513710","34, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4025432,-71.11639815000001","0","0","0",0.00000000000000,0.00000000000000
61 BROMFIELD RD,Somerville,MA,United States,"0","29681656","61, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40342135,-71.11612565","0","0","0",0.00000000000000,0.00000000000000
35 CROSS ST EAST,Somerville,MA,United States,"0","29787804","35;37, Cross Street East, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.389694,-71.08473023514662","0","0","0",0.00000000000000,0.00000000000000
71 MORELAND ST,Somerville,MA,United States,"0","29537226","71, Moreland Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.398271949999994,-71.09646293587596","0","0","0",0.00000000000000,0.00000000000000
14 DICKSON ST,Somerville,MA,United States,"0","29517050","14;16, Dickson Street, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.40458025,-71.1284323057782","0","0","0",0.00000000000000,0.00000000000000
7 DICKSON ST,Somerville,MA,United States,"0","29516964","5;7, Dickson Street, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.4041,-71.1282636411084","0","0","0",0.00000000000000,0.00000000000000
35 CURTIS AVE,Somerville,MA,United States,"0","29641878","35, Curtis Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4080678,-71.12592046705313","0","0","0",0.00000000000000,0.00000000000000
43 ALPINE ST,Somerville,MA,United States,"0","29726475","43, Alpine Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392989650000004,-71.10941651282593","0","0","0",0.00000000000000,0.00000000000000
9 ALBION PL,Somerville,MA,United States,"0","29638876","9;11, Albion Place, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392296099999996,-71.10828076242157","0","0","0",0.00000000000000,0.00000000000000
14 ALBION PL,Somerville,MA,United States,"0","29514450","12;14, Albion Place, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392494400000004,-71.10843514992212","0","0","0",0.00000000000000,0.00000000000000
246 WILLOW AVE,Somerville,MA,United States,"0","29723266","246, Willow Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39889585,-71.11376789524479","0","0","0",0.00000000000000,0.00000000000000
121 HANCOCK,Somerville,MA,United States,"0","29577398","121, Hancock Street, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.39412045,-71.11397680037966","0","0","0",0.00000000000000,0.00000000000000
98 HUDSON ST,Somerville,MA,United States,"0","29630360","98, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39081685,-71.10801056326304","0","0","0",0.00000000000000,0.00000000000000
124 CEDAR ST,Somerville,MA,United States,"0","1113048935","124, Cedar Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",place,house,"42.3930182,-71.1119426","0","0","0",0.00000000000000,0.00000000000000
17 WILLOW AVE,Somerville,MA,United States,"0","29514494","17, Willow Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39182575,-71.11813635","0","0","0",0.00000000000000,0.00000000000000
19 WINDOM ST,Somerville,MA,United States,"0","29824303","19, Windom Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3934064,-71.11963180000001","0","0","0",0.00000000000000,0.00000000000000
10 CUTTER AVE,Somerville,MA,United States,"0","29827518","10, Cutter Avenue, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3944637,-71.1204568","0","0","0",0.00000000000000,0.00000000000000
14 CUTTER AVE,Somerville,MA,United States,"0","29580151","14, Cutter Avenue, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.39454715,-71.12032924790415","0","0","0",0.00000000000000,0.00000000000000
26 HAWTHORNE ST,Somerville,MA,United States,"0","29723642","26, Hawthorne Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.393875550000004,-71.11833443067403","0","0","0",0.00000000000000,0.00000000000000
32 WINSLOW AVE,Somerville,MA,United States,"0","29723382","32, Winslow Avenue, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39708355,-71.12027395000001","0","0","0",0.00000000000000,0.00000000000000
10 COTTAGE AVE,Somerville,MA,United States,"0","29634797","10, Cottage Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.39364585,-71.12207548316204","0","0","0",0.00000000000000,0.00000000000000
33 LINDEN AVE,Somerville,MA,United States,"0","29516226","33, Linden Avenue, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3887,-71.11322480209257","0","0","0",0.00000000000000,0.00000000000000
5 ESSEX ST,Somerville,MA,United States,"0","29744828","5, Essex Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38945285,-71.09807868484128","0","0","0",0.00000000000000,0.00000000000000
126 ALBION ST,Somerville,MA,United States,"0","29683066","126, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39204655,-71.1090396134183","0","0","0",0.00000000000000,0.00000000000000
42 GARRISON AVE,Somerville,MA,United States,"0","29533778","42, Garrison Avenue, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.404017249999995,-71.13160825","0","0","0",0.00000000000000,0.00000000000000
50 BARTLETT ST,Somerville,MA,United States,"0","29516094","50, Bartlett Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3936608,-71.1024086739919","0","0","0",0.00000000000000,0.00000000000000
108 CENTRAL ST,Somerville,MA,United States,"0","845267378","108, Central Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.389836,-71.102554","0","0","0",0.00000000000000,0.00000000000000
17 CAMBRIA ST,Somerville,MA,United States,"0","29685380","17, Cambria Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3877661,-71.1049063379293","0","0","0",0.00000000000000,0.00000000000000
2 BELMONT ST,Somerville,MA,United States,"0","29516320","2, Belmont Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.384466700000004,-71.11104207204707","0","0","0",0.00000000000000,0.00000000000000
299 BEACON ST,Somerville,MA,United States,"0","29630627","299, Beacon Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3839729,-71.11308962021877","0","0","0",0.00000000000000,0.00000000000000
378 WASHINGTON ST,Somerville,MA,United States,"0","29515233","378,378A, Washington Street, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.3785373,-71.10452662574517","0","0","0",0.00000000000000,0.00000000000000
22 CALVIN ST,Somerville,MA,United States,"0","29530242","22;24, Calvin Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.37795745,-71.10394505","0","0","0",0.00000000000000,0.00000000000000
14 CALVIN ST,Somerville,MA,United States,"0","29685623","14, Calvin Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3782645,-71.10394125","0","0","0",0.00000000000000,0.00000000000000
5 PARKDALE ST,Somerville,MA,United States,"0","29530093","5;7, Parkdale Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3789986,-71.1023415251938","0","0","0",0.00000000000000,0.00000000000000
5 PARTRIDGE AVE,Somerville,MA,United States,"0","29531939","5, Partridge Avenue, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39284225,-71.1041440987936","0","0","0",0.00000000000000,0.00000000000000
84 HOOKER AVE,Somerville,MA,United States,"0","29513663","82;84, Hooker Avenue, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.4033881,-71.13297979633407","0","0","0",0.00000000000000,0.00000000000000
57 JOSEPHINE AVE,Somerville,MA,United States,"0","29515968","57, Josephine Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.397262850000004,-71.11353305","0","0","0",0.00000000000000,0.00000000000000
30 ADRIAN ST,Somerville,MA,United States,"0","29742963","30;32, Adrian Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3771344,-71.09915364623416","0","0","0",0.00000000000000,0.00000000000000
141 BAILEY RD,Somerville,MA,United States,"0","29730580","139;141, Bailey Road, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,house,"42.39762165,-71.09022203701265","0","0","0",0.00000000000000,0.00000000000000
8 PUTNAM RD,Somerville,MA,United States,"0","29795250","6;8, Putnam Road, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3964254,-71.08580773491929","0","0","0",0.00000000000000,0.00000000000000
69 HEATH ST,Somerville,MA,United States,"0","29716042","67;69, Heath Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3951334,-71.09519829999999","0","0","0",0.00000000000000,0.00000000000000
37 JAQUES ST,Somerville,MA,United States,"0","29718358","37, Jaques Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.393707000000006,-71.09079221170407","0","0","0",0.00000000000000,0.00000000000000
26 LINCOLN AVE,Somerville,MA,United States,"0","156850662","26, Lincoln Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,house,"42.38564625,-71.08065942736258","0","0","0",0.00000000000000,0.00000000000000
34 GRANT ST,Somerville,MA,United States,"0","29642229","34, Grant Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3927551,-71.09053688822202","0","0","0",0.00000000000000,0.00000000000000
40 GRANT ST,Somerville,MA,United States,"0","29537418","40, Grant Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3929127,-71.09031549626815","0","0","0",0.00000000000000,0.00000000000000
146 JAQUES ST,Somerville,MA,United States,"0","29537310","146;148, Jaques Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.396219349999996,-71.09604376793439","0","0","0",0.00000000000000,0.00000000000000
2 CENTURY ST,Somerville,MA,United States,"0","29740731","2;4, Century Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39737975,-71.09633781867399","0","0","0",0.00000000000000,0.00000000000000
47 FREMONT ST,Somerville,MA,United States,"0","29824013","47, Fremont Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,residential,"42.3981405,-71.09781319999999","0","0","0",0.00000000000000,0.00000000000000
91 WASHINGTON ST,Somerville,MA,United States,"0","29520325","91, Washington Street, Brickbottom, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.381670150000005,-71.08562839999999","0","0","0",0.00000000000000,0.00000000000000
202 SCHOOL ST,Somerville,MA,United States,"0","29642286","202, School Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39028605,-71.09671071562886","0","0","0",0.00000000000000,0.00000000000000
27 WYATT ST,Somerville,MA,United States,"0","29727491","23,25,27,29, Wyatt Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.376943600000004,-71.10091343923038","0","0","0",0.00000000000000,0.00000000000000
10 SKEHAN ST,Somerville,MA,United States,"0","29685563","10, Skehan Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.37985385,-71.10490475824764","0","0","0",0.00000000000000,0.00000000000000
14 WHITFIELD RD,Somerville,MA,United States,"0","29727548","14, Whitfield Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.405672749999994,-71.12342321755364","0","0","0",0.00000000000000,0.00000000000000
152 CURTIS ST,Somerville,MA,United States,"0","29518859","152, Curtis Street, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4083952,-71.1241031","0","0","0",0.00000000000000,0.00000000000000
11 SUNSET RD,Somerville,MA,United States,"0","29792509","9;11, Sunset Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4087363,-71.12423290000001","0","0","0",0.00000000000000,0.00000000000000
22 BARTON ST,Somerville,MA,United States,"0","29730396","20;22, Barton Street, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.4062279,-71.13043795013654","0","0","0",0.00000000000000,0.00000000000000
69 CEDAR ST,Somerville,MA,United States,"0","29793286","69, Cedar Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39064995,-71.1132606","0","0","0",0.00000000000000,0.00000000000000
40 CEDAR ST,Somerville,MA,United States,"0","29795543","40, Cedar Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38968295,-71.114422210036","0","0","0",0.00000000000000,0.00000000000000
35 HIGHLAND RD,Somerville,MA,United States,"0","29516036","35, Highland Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.39581795,-71.11274445000001","0","0","0",0.00000000000000,0.00000000000000
24 BOSTON AVE,Somerville,MA,United States,"0","29587232","24, Boston Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39544995,-71.11104364889512","0","0","0",0.00000000000000,0.00000000000000
292 HIGHLAND AVE,Somerville,MA,United States,"0","29631593","292, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392210950000006,-71.1129279790724","0","0","0",0.00000000000000,0.00000000000000
83 ALPINE ST,Somerville,MA,United States,"0","29514459","81;83, Alpine Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39238805,-71.10783471788461","0","0","0",0.00000000000000,0.00000000000000
251 HIGHLAND AVE,Somerville,MA,United States,"0","29683135","251, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39133915,-71.11002617794492","0","0","0",0.00000000000000,0.00000000000000
51 BURNSIDE AVE,Somerville,MA,United States,"0","29514495","49;51, Burnside Avenue, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.391827199999994,-71.11632779978564","0","0","0",0.00000000000000,0.00000000000000
54 BARTLETT ST,Somerville,MA,United States,"0","29635157","54, Bartlett Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.393761549999994,-71.10235785135211","0","0","0",0.00000000000000,0.00000000000000
36 ALBION ST,Somerville,MA,United States,"0","29629630","36, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,house,"42.39024715,-71.10450616853909","0","0","0",0.00000000000000,0.00000000000000
11 MADISON ST,Somerville,MA,United States,"0","29642377","11, Madison Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38801145,-71.09884183533964","0","0","0",0.00000000000000,0.00000000000000
203 HIGHLAND AVE,Somerville,MA,United States,"0","29723998","203, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.389947500000005,-71.10683605","0","0","0",0.00000000000000,0.00000000000000
62 PARK ST,Somerville,MA,United States,"0","29529935","62, Park Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38069845,-71.10769952115862","0","0","0",0.00000000000000,0.00000000000000
28 ROSE ST,Somerville,MA,United States,"0","29530181","26;28, Rose Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.378255749999994,-71.1026205001445","0","0","0",0.00000000000000,0.00000000000000
69 ADAMS ST,Somerville,MA,United States,"0","29727354","69, Adams Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3952668,-71.09957806106128","0","0","0",0.00000000000000,0.00000000000000
198 CENTRAL ST,Somerville,MA,United States,"0","29820111","192;194;196;198;200, Central Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.3948187,-71.09921979198185","0","0","0",0.00000000000000,0.00000000000000
3 THURSTON ST,Somerville,MA,United States,"0","29933432","3, Thurston Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3896869,-71.09879504259581","0","0","0",0.00000000000000,0.00000000000000
1 THURSTON ST,Somerville,MA,United States,"0","29826237","1, Thurston Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.389572150000006,-71.09887166671842","0","0","0",0.00000000000000,0.00000000000000
154 CENTRAL ST,Somerville,MA,United States,"0","29516709","154, Central Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.393135799999996,-71.10044125517915","0","0","0",0.00000000000000,0.00000000000000
6 ESSEX ST,Somerville,MA,United States,"0","29741299","6, Essex Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38964335,-71.09842303004928","0","0","0",0.00000000000000,0.00000000000000
110 Pearl,Somerville,MA,United States,"0","29792349","110, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.385102849999996,-71.08672507711617","0","0","0",0.00000000000000,0.00000000000000
30 PRESCOTT ST,Somerville,MA,United States,"0","29727453","30, Prescott Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.384813,-71.09925820380113","0","0","0",0.00000000000000,0.00000000000000
172 WALNUT ST,Somerville,MA,United States,"0","29825899","172, Walnut Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.390326,-71.09139223536663","0","0","0",0.00000000000000,0.00000000000000
56 WALNUT ST,Somerville,MA,United States,"0","9429139","56, Walnut Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.3839385,-71.09514300000001","0","0","0",0.00000000000000,0.00000000000000
22 MANSFIELD ST,Somerville,MA,United States,"0","29824454","20;22, Mansfield Street, Brickbottom, Somerville, Middlesex County, Massachusetts, 02141, United States",building,yes,"42.3783841,-71.09053655743219","0","0","0",0.00000000000000,0.00000000000000
5 APPLETON ST,Somerville,MA,United States,"0","29933942","5, Appleton Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3965735,-71.11562026822344","0","0","0",0.00000000000000,0.00000000000000
181 HUDSON ST,Somerville,MA,United States,"0","29685261","179;181, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392765749999995,-71.11159806212979","0","0","0",0.00000000000000,0.00000000000000
132 HUDSON ST,Somerville,MA,United States,"0","29514511","132, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.391481999999996,-71.109602734341","0","0","0",0.00000000000000,0.00000000000000
30 BROWNING RD,Somerville,MA,United States,"0","29933492","30, Browning Road, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39401825,-71.09847003989722","0","0","0",0.00000000000000,0.00000000000000
45 CLYDE ST,Somerville,MA,United States,"0","29795772","45, Clyde Street, Magoun Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.39424685,-71.10845549999999","0","0","0",0.00000000000000,0.00000000000000
5 CAMPBELL PK,Somerville,MA,United States,"0","29639186","3;5, Campbell Park, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.39645645,-71.12586183885526","0","0","0",0.00000000000000,0.00000000000000
70 LINE ST,Somerville,MA,United States,"0","29532860","70, Line Street, Inman Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3761653,-71.10496925671808","0","0","0",0.00000000000000,0.00000000000000
174 SUMMER ST,Somerville,MA,United States,"0","29516272","174, Summer Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38658005,-71.1072601329354","0","0","0",0.00000000000000,0.00000000000000
232 SUMMER ST,Somerville,MA,United States,"0","29516212","232, Summer Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38919995,-71.11203784341942","0","0","0",0.00000000000000,0.00000000000000
102 WILLOW AVE,Somerville,MA,United States,"0","29637257","102, Willow Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3945923,-71.11670469378846","0","0","0",0.00000000000000,0.00000000000000
30 GORDON ST,Somerville,MA,United States,"0","29795217","30, Gordon Street, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.41219635,-71.12863336214409","0","0","0",0.00000000000000,0.00000000000000
354 BROADWAY,Somerville,MA,United States,"0","29537398","354, Broadway, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.393484,-71.09555450920674","0","0","0",0.00000000000000,0.00000000000000
4 STICKNEY AVE,Somerville,MA,United States,"0","9430081","4, Stickney Avenue, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.38874338903785,-71.09560811959841","0","0","0",0.00000000000000,0.00000000000000
23 DELL ST,Somerville,MA,United States,"0","29825811","23, Dell Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38323045,-71.08903060919359","0","0","0",0.00000000000000,0.00000000000000
28 OTIS ST,Somerville,MA,United States,"0","29828192","28, Otis Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.387327850000005,-71.08877114814078","0","0","0",0.00000000000000,0.00000000000000
120 JAQUES ST,Somerville,MA,United States,"0","29537324","120, Jaques Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.395709100000005,-71.09506139005525","0","0","0",0.00000000000000,0.00000000000000
47 MAIN ST,Somerville,MA,United States,"0","29537307","47, Main Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39637315,-71.09907638510373","0","0","0",0.00000000000000,0.00000000000000
27 MARSHALL ST,Somerville,MA,United States,"0","29795447","27, Marshall Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.391405649999996,-71.09390873796349","0","0","0",0.00000000000000,0.00000000000000
83 MUNROE ST,Somerville,MA,United States,"0","29825310","83, Munroe Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.382767900000005,-71.09446763543613","0","0","0",0.00000000000000,0.00000000000000
25 DELAWARE ST,Somerville,MA,United States,"0","29519966","25, Delaware Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3861215,-71.09017111612903","0","0","0",0.00000000000000,0.00000000000000
29 DELAWARE ST,Somerville,MA,United States,"0","29933852","29, Delaware Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.386169249999995,-71.09033103388242","0","0","0",0.00000000000000,0.00000000000000
8 MOUNT VERNON ST,Somerville,MA,United States,"0","29742131","8, Mount Vernon Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.385743149999996,-71.07888019042011","0","0","0",0.00000000000000,0.00000000000000
156 SCHOOL ST,Somerville,MA,United States,"0","29519811","156, School Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.388006,-71.09812904877943","0","0","0",0.00000000000000,0.00000000000000
49 MONTROSE ST,Somerville,MA,United States,"0","29516746","49, Montrose Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.389114449999994,-71.10037779999999","0","0","0",0.00000000000000,0.00000000000000
